Date,High,Low,Open,Close,Volume,Adj Close
2020-12-23,132.42999267578125,130.77999877929688,132.16000366210938,130.9600067138672,88223700.0,130.7646026611328
2020-12-24,133.4600067138672,131.10000610351562,131.32000732421875,131.97000122070312,54930100.0,131.77308654785156
2020-12-28,137.33999633789062,133.50999450683594,133.99000549316406,136.69000244140625,124486200.0,136.48605346679688
2020-12-29,138.7899932861328,134.33999633789062,138.0500030517578,134.8699951171875,121047300.0,134.66876220703125
2020-12-30,135.99000549316406,133.39999389648438,135.5800018310547,133.72000122070312,96452100.0,133.52047729492188
2020-12-31,134.74000549316406,131.72000122070312,134.0800018310547,132.69000244140625,99116600.0,132.4920196533203
2021-01-04,133.61000061035156,126.76000213623047,133.52000427246094,129.41000366210938,143301900.0,129.2169189453125
2021-01-05,131.74000549316406,128.42999267578125,128.88999938964844,131.00999450683594,97664900.0,130.81451416015625
2021-01-06,131.0500030517578,126.37999725341797,127.72000122070312,126.5999984741211,155088000.0,126.41110229492188
2021-01-07,131.6300048828125,127.86000061035156,128.36000061035156,130.9199981689453,109578200.0,130.7246551513672
2021-01-08,132.6300048828125,130.22999572753906,132.42999267578125,132.0500030517578,105158200.0,131.85296630859375
2021-01-11,130.1699981689453,128.5,129.19000244140625,128.97999572753906,100620900.0,128.7875518798828
2021-01-12,129.69000244140625,126.86000061035156,128.5,128.8000030517578,91951100.0,128.60781860351562
2021-01-13,131.4499969482422,128.49000549316406,128.75999450683594,130.88999938964844,88636800.0,130.6947021484375
2021-01-14,131.0,128.75999450683594,130.8000030517578,128.91000366210938,90221800.0,128.71766662597656
2021-01-15,130.22000122070312,127.0,128.77999877929688,127.13999938964844,111598500.0,126.9502944946289
2021-01-19,128.7100067138672,126.94000244140625,127.77999877929688,127.83000183105469,90757300.0,127.63926696777344
2021-01-20,132.49000549316406,128.5500030517578,128.66000366210938,132.02999877929688,104319500.0,131.83299255371094
2021-01-21,139.6699981689453,133.58999633789062,133.8000030517578,136.8699951171875,120529500.0,136.665771484375
2021-01-22,139.85000610351562,135.02000427246094,136.27999877929688,139.07000732421875,114459400.0,138.8625030517578
2021-01-25,145.08999633789062,136.5399932861328,143.07000732421875,142.9199981689453,157611700.0,142.70675659179688
2021-01-26,144.3000030517578,141.3699951171875,143.60000610351562,143.16000366210938,98390600.0,142.94639587402344
2021-01-27,144.3000030517578,140.41000366210938,143.42999267578125,142.05999755859375,140843800.0,141.84803771972656
2021-01-28,141.99000549316406,136.6999969482422,139.52000427246094,137.08999633789062,142621100.0,136.8854522705078
2021-01-29,136.74000549316406,130.2100067138672,135.8300018310547,131.9600067138672,177180600.0,131.7631072998047
2021-02-01,135.3800048828125,130.92999267578125,133.75,134.13999938964844,106239800.0,133.93984985351562
2021-02-02,136.30999755859375,134.61000061035156,135.72999572753906,134.99000549316406,83305400.0,134.78858947753906
2021-02-03,135.77000427246094,133.61000061035156,135.75999450683594,133.94000244140625,89880900.0,133.7401580810547
2021-02-04,137.39999389648438,134.58999633789062,136.3000030517578,137.38999938964844,84183100.0,137.18499755859375
2021-02-05,137.4199981689453,135.86000061035156,137.35000610351562,136.75999450683594,75524000.0,136.75999450683594
2021-02-08,136.9600067138672,134.9199981689453,136.02999877929688,136.91000366210938,71297200.0,136.91000366210938
2021-02-09,137.8800048828125,135.85000610351562,136.6199951171875,136.00999450683594,76774200.0,136.00999450683594
2021-02-10,136.99000549316406,134.39999389648438,136.47999572753906,135.38999938964844,73046600.0,135.38999938964844
2021-02-11,136.38999938964844,133.77000427246094,135.89999389648438,135.1300048828125,64154400.0,135.1300048828125
2021-02-12,135.52999877929688,133.69000244140625,134.35000610351562,135.3699951171875,60029300.0,135.3699951171875
2021-02-16,136.00999450683594,132.7899932861328,135.49000549316406,133.19000244140625,80576300.0,133.19000244140625
2021-02-17,132.22000122070312,129.47000122070312,131.25,130.83999633789062,97918500.0,130.83999633789062
2021-02-18,130.0,127.41000366210938,129.1999969482422,129.7100067138672,96856700.0,129.7100067138672
2021-02-19,130.7100067138672,128.8000030517578,130.24000549316406,129.8699951171875,87668800.0,129.8699951171875
2021-02-22,129.72000122070312,125.5999984741211,128.00999450683594,126.0,103916400.0,126.0
2021-02-23,126.70999908447266,118.38999938964844,123.76000213623047,125.86000061035156,158273000.0,125.86000061035156
2021-02-24,125.55999755859375,122.2300033569336,124.94000244140625,125.3499984741211,111039900.0,125.3499984741211
2021-02-25,126.45999908447266,120.54000091552734,124.68000030517578,120.98999786376953,148199500.0,120.98999786376953
2021-02-26,124.8499984741211,121.19999694824219,122.58999633789062,121.26000213623047,164320000.0,121.26000213623047
2021-03-01,127.93000030517578,122.79000091552734,123.75,127.79000091552734,115998300.0,127.79000091552734
2021-03-02,128.72000122070312,125.01000213623047,128.41000366210938,125.12000274658203,102015300.0,125.12000274658203
2021-03-03,125.70999908447266,121.83999633789062,124.80999755859375,122.05999755859375,112430400.0,122.05999755859375
2021-03-04,123.5999984741211,118.62000274658203,121.75,120.12999725341797,177275300.0,120.12999725341797
2021-03-05,121.94000244140625,117.56999969482422,120.9800033569336,121.41999816894531,153590400.0,121.41999816894531
2021-03-08,121.0,116.20999908447266,120.93000030517578,116.36000061035156,153918600.0,116.36000061035156
2021-03-09,122.05999755859375,118.79000091552734,119.02999877929688,121.08999633789062,129159600.0,121.08999633789062
2021-03-10,122.16999816894531,119.44999694824219,121.69000244140625,119.9800033569336,111760400.0,119.9800033569336
2021-03-11,123.20999908447266,121.26000213623047,122.54000091552734,121.95999908447266,102753600.0,121.95999908447266
2021-03-12,121.16999816894531,119.16000366210938,120.4000015258789,121.02999877929688,87963400.0,121.02999877929688
2021-03-15,124.0,120.41999816894531,121.41000366210938,123.98999786376953,92403800.0,123.98999786376953
2021-03-16,127.22000122070312,124.72000122070312,125.69999694824219,125.56999969482422,114740000.0,125.56999969482422
2021-03-17,125.86000061035156,122.33999633789062,124.05000305175781,124.76000213623047,111437500.0,124.76000213623047
2021-03-18,123.18000030517578,120.31999969482422,122.87999725341797,120.52999877929688,121229700.0,120.52999877929688
2021-03-19,121.43000030517578,119.68000030517578,119.9000015258789,119.98999786376953,185023200.0,119.98999786376953
2021-03-22,123.87000274658203,120.26000213623047,120.33000183105469,123.38999938964844,111912300.0,123.38999938964844
2021-03-23,124.23999786376953,122.13999938964844,123.33000183105469,122.54000091552734,95467100.0,122.54000091552734
2021-03-24,122.9000015258789,120.06999969482422,122.81999969482422,120.08999633789062,88530500.0,120.08999633789062
2021-03-25,121.66000366210938,119.0,119.54000091552734,120.58999633789062,98844700.0,120.58999633789062
2021-03-26,121.4800033569336,118.91999816894531,120.3499984741211,121.20999908447266,93958900.0,121.20999908447266
2021-03-29,122.58000183105469,120.7300033569336,121.6500015258789,121.38999938964844,80819200.0,121.38999938964844
2021-03-30,120.4000015258789,118.86000061035156,120.11000061035156,119.9000015258789,85523800.0,119.9000015258789
2021-03-31,123.5199966430664,121.1500015258789,121.6500015258789,122.53500366210938,74536079.0,122.53500366210938
